,age,job,marital,education,default,balance,housing,loan
17761,32,9,1,1,0,84,0,1
9924,56,4,1,0,0,1172,0,0
43534,31,0,2,1,0,81,1,0
27983,32,1,1,1,0,0,1,1
9429,53,1,1,1,0,66,0,0
26758,32,4,2,2,0,3097,1,0
18546,42,9,2,1,0,0,0,0
32770,29,9,1,1,0,1180,1,0
3855,32,4,2,1,0,916,1,0
12155,29,0,2,2,0,507,1,0
4015,34,1,1,1,0,305,1,0
1925,36,1,1,1,0,198,1,0
31107,38,0,1,1,0,755,1,0
42400,53,10,1,0,0,980,1,0
8780,30,7,2,1,0,773,1,1
2430,40,1,1,0,0,-166,1,0
37331,32,4,0,2,0,1804,1,0
18792,48,1,1,1,0,4259,0,0
7885,59,0,1,0,0,2532,1,0
19795,42,2,1,2,0,42045,0,0
21185,60,3,1,0,0,15,0,0
16574,36,1,1,3,0,0,0,0
5213,30,7,2,1,0,399,1,1
35970,51,1,1,1,0,1022,1,0
3977,37,1,2,1,0,197,1,0
37450,51,1,1,1,0,707,1,0
41608,70,5,1,2,0,44,0,0
29976,31,2,2,3,0,301,1,0
37795,42,6,1,1,0,2,1,0
2809,52,4,1,1,0,478,1,0
2750,46,5,1,0,0,1374,0,1
23085,41,4,2,2,0,236,0,0
28989,34,4,1,1,0,0,0,0
398,34,1,1,1,0,283,0,1
4220,55,9,1,1,0,978,1,0
16665,32,9,1,2,0,401,1,0
42182,27,7,2,1,0,6279,1,0
13112,42,1,1,0,0,1556,0,1
37134,33,9,2,2,0,2565,1,0
15097,46,9,0,1,0,-154,1,0
23238,38,4,1,2,0,3228,0,0
17868,39,0,1,1,0,406,0,0
31033,39,4,1,1,0,363,1,1
5761,41,1,1,1,1,-651,1,1
21208,35,4,2,2,0,51,0,0
9140,49,4,1,2,0,414,1,0
9818,56,4,1,1,0,819,0,0
37115,39,1,1,0,0,157,1,0
29735,50,4,1,2,0,207,1,0
7370,38,1,1,0,0,498,1,0
6262,25,1,2,1,0,-143,1,1
42021,65,0,1,1,0,11240,1,0
29536,41,4,1,2,0,0,0,0
42821,33,2,2,1,0,278,0,0
9105,44,10,1,2,0,1151,1,0
37199,32,1,1,1,0,1779,1,0
43939,38,1,1,0,0,1630,1,0
11038,38,2,1,1,0,197,0,0
26907,35,4,2,1,0,356,1,0
25692,32,7,2,1,0,2615,0,0
6673,36,6,1,2,0,15,1,0
23173,34,6,2,1,0,296,0,0
4685,32,7,1,1,0,204,1,1
37381,40,1,0,1,0,635,1,0
11445,42,1,2,0,0,1401,1,0
27997,53,4,1,2,0,0,0,0
1682,29,4,1,2,0,246,1,0
9534,45,1,0,1,0,0,0,0
40550,48,0,2,1,0,0,1,1
161,39,9,2,2,0,47,1,0
16181,26,1,2,1,0,1,1,0
37264,37,4,2,2,0,1339,1,0
28307,49,3,1,2,0,50,1,1
21981,46,7,1,1,1,130,0,0
26285,45,2,0,1,0,1187,0,1
5818,47,7,1,1,0,2070,1,1
15854,34,7,1,1,0,5,1,0
12759,47,4,1,3,0,12245,0,0
2371,37,0,1,1,0,36,1,0
6658,28,7,2,1,0,2921,1,0
21665,53,4,1,2,0,261,0,0
17355,53,3,1,0,0,994,0,1
44994,27,8,2,1,0,279,0,0
25222,33,7,1,1,0,244,1,0
31375,28,8,2,1,0,5916,0,0
42060,47,4,2,2,0,159,0,0
41289,61,5,1,1,0,399,0,0
32368,38,0,1,1,0,281,1,0
4503,42,4,1,1,0,2416,1,0
170,35,1,1,1,0,0,1,0
17930,29,9,1,1,0,3615,1,0
36757,41,1,1,1,0,449,1,1
38482,42,7,1,1,0,1370,1,0
35411,28,7,1,1,0,15,1,0
39669,49,3,1,0,0,5038,1,0
3254,46,0,1,1,0,1934,0,1
23339,34,4,1,2,0,255,0,0
33674,27,1,2,0,0,497,1,0
36041,39,0,0,1,0,141,1,1
39601,28,0,2,2,0,336,0,0
15288,43,4,2,1,1,-1164,1,1
23624,49,7,1,1,0,2420,1,0
3258,33,1,2,1,0,49,1,0
38729,31,4,1,2,0,1010,1,0
1315,44,0,2,1,0,-84,1,0
25298,49,4,1,2,0,999,0,0
29990,46,2,1,2,0,954,1,1
28332,48,6,1,2,0,929,0,0
37981,47,3,1,0,0,275,1,0
37276,35,7,2,1,0,-639,1,1
19344,35,9,2,2,0,0,1,0
29286,35,0,1,2,0,1145,1,0
19601,45,1,1,1,0,1583,1,0
38324,30,1,1,0,0,714,1,0
27749,26,4,2,2,0,2725,0,0
31756,45,3,1,0,0,317,1,0
12782,36,7,1,1,0,-274,0,0
31350,30,4,1,2,0,739,0,0
3134,44,9,1,1,0,2626,1,0
23696,35,9,1,1,0,-78,0,0
38311,23,1,2,1,0,780,1,0
4736,23,8,2,1,0,-116,1,0
26795,59,4,1,2,0,5314,0,0
12718,39,9,2,1,0,506,1,0
20182,34,9,2,2,0,370,0,0
28575,52,1,1,0,0,967,0,0
43694,54,11,1,1,0,2206,0,0
17574,31,1,1,1,0,892,1,0
14431,53,4,0,2,0,0,1,0
13626,45,9,1,1,0,0,1,1
9391,38,1,1,0,0,8251,0,0
22014,48,1,1,1,0,1143,1,0
23093,33,9,1,1,0,2362,1,0
28253,36,4,2,2,0,-155,1,0
2983,45,2,2,2,0,1410,1,0
16843,49,3,1,0,0,0,1,0
31550,44,2,1,1,0,887,1,0
42817,45,4,2,2,0,4831,0,0
34313,32,6,0,2,0,3271,0,0
9639,60,5,1,1,0,1420,1,1
14663,43,9,2,2,0,1154,0,0
41759,67,5,1,0,0,1430,0,0
3951,32,1,1,0,0,158,1,0
255,39,1,1,0,0,279,1,0
21098,56,1,1,1,0,1119,1,0
30016,44,1,0,1,0,272,1,0
35167,32,4,1,2,0,2465,1,1
5154,30,9,1,1,0,4733,1,0
33773,52,4,1,1,0,5193,0,0
11017,49,9,1,1,0,788,0,0
3578,23,7,2,1,0,496,1,0
25051,36,4,0,1,0,1655,1,0
18597,55,9,1,2,0,804,0,0
38420,32,1,1,0,0,252,1,0
20139,39,9,1,1,0,394,0,0
22968,51,1,1,0,0,176,0,1
36221,34,1,1,0,0,1756,1,1
14830,28,0,1,1,1,105,0,0
32446,54,7,0,3,0,0,1,0
25963,44,4,2,2,0,709,1,0
35714,38,2,1,0,0,350,1,0
8688,49,1,1,0,0,387,1,1
42698,27,8,2,1,0,2245,0,0
18155,55,4,1,2,0,2366,1,1
24658,30,9,2,1,0,426,1,0
15235,54,6,1,2,0,269,1,0
20633,39,4,1,2,0,271,1,0
2064,44,7,0,1,0,210,0,1
28529,34,1,1,1,0,-211,1,0
40823,34,1,2,1,0,1923,0,0
29492,31,10,2,2,0,1489,1,0
15096,30,4,1,2,0,248,0,0
15383,58,7,0,1,0,-158,0,0
25076,38,9,1,2,0,3234,0,0
34112,38,9,1,1,0,865,1,0
33372,46,7,1,1,0,327,1,1
26844,56,7,1,1,0,4763,1,0
36121,41,7,1,1,0,572,1,0
38940,41,1,0,0,0,-129,1,0
17158,31,9,1,2,0,19,1,0
82,42,9,2,1,0,690,1,0
1017,39,0,1,1,0,367,1,0
24109,43,5,1,1,0,860,0,0
36286,56,6,0,2,0,966,1,0
43829,26,8,2,1,0,4613,0,0
36711,41,0,0,1,0,1634,1,1
5573,39,0,1,1,0,-288,0,0
16699,36,0,2,1,0,1281,0,0
5978,45,4,0,2,0,-901,1,0
8016,34,0,1,0,0,239,1,0
15900,33,7,1,1,0,0,1,0
8544,34,4,2,2,0,340,1,0
43207,42,4,1,2,0,144,0,0
44324,54,4,1,2,0,752,0,0
13849,38,4,0,2,0,219,1,0
11425,44,1,2,0,0,1308,0,1
39535,24,8,2,1,0,23878,0,0
17102,46,1,1,0,0,-160,0,1
21107,38,4,1,2,0,-498,0,0
1332,34,1,2,1,0,177,1,0
19605,50,3,1,0,0,152,0,0
25407,30,0,1,1,0,8781,1,0
23685,39,9,2,2,0,1522,1,0
16496,56,5,1,0,0,2399,1,0
13856,33,4,1,2,0,91,0,0
28844,57,4,1,2,0,0,0,1
1147,37,9,1,1,0,157,1,0
42073,41,10,1,2,0,0,0,0
32275,29,9,2,1,0,525,1,0
30357,37,3,1,1,0,7433,0,1
30679,60,0,0,1,0,-41,1,1
4431,35,1,1,0,0,102,1,0
39324,32,1,2,1,0,135,1,0
42290,33,0,1,1,0,920,0,0
10215,49,7,2,1,0,133,0,0
43966,33,4,2,2,0,224,0,0
7005,26,7,1,1,0,33,1,0
22021,51,4,1,2,0,7631,0,0
35340,48,9,1,1,0,-938,1,0
14719,39,9,2,2,0,1531,0,0
41905,43,9,1,1,0,69,1,1
19031,59,1,1,0,0,460,0,0
17991,35,7,1,1,0,5,0,0
20844,58,7,1,1,0,627,0,0
43415,29,4,2,3,0,560,0,0
41985,41,11,2,3,0,942,0,0
28089,51,0,1,1,0,2662,0,0
33434,30,8,2,1,0,0,0,0
12138,50,7,1,1,0,901,1,0
44983,35,1,0,3,0,172,0,0
26877,32,2,0,0,0,1,1,1
29782,28,6,1,2,0,0,1,0
12576,45,7,0,1,0,-179,0,0
7892,40,1,1,0,0,3693,1,0
24266,43,9,1,1,0,1865,1,0
12396,60,5,1,1,0,78,0,1
14621,25,7,2,1,0,-352,0,0
23207,38,9,1,2,0,51,0,0
35848,39,1,1,1,0,576,1,0
43485,62,5,1,0,0,1515,1,0
6091,36,1,1,1,0,-185,1,0
26793,54,6,1,1,0,641,1,0
40523,38,8,1,3,0,0,0,0
15983,31,4,1,2,0,216,0,0
18305,51,1,1,0,0,63,1,1
215,40,9,1,2,0,483,1,0
40828,46,4,1,2,0,1600,1,1
40767,40,9,1,1,0,694,1,0
26075,36,9,1,1,0,4613,0,0
9549,49,1,1,0,0,0,1,0
32101,40,9,1,1,0,0,0,0
36312,42,0,2,1,0,1453,1,0
23224,58,4,1,2,0,2076,0,0
13648,35,1,0,0,0,13,0,1
30884,32,9,1,1,0,106,0,0
42952,60,9,1,1,0,824,1,0
10285,55,1,1,1,0,0,0,0
33996,29,4,2,2,0,91,0,0
4566,59,5,1,1,0,-313,1,0
13001,27,7,1,1,0,379,0,1
43977,35,4,1,2,0,1870,1,0
18034,56,5,0,1,0,1005,0,1
37439,29,1,2,1,0,1550,1,1
43455,56,9,1,1,0,147,0,0
6009,34,7,1,1,0,1414,1,0
7429,38,1,2,1,0,522,1,0
15713,39,4,1,2,0,1423,1,0
43082,60,5,0,1,0,1,0,0
40841,32,1,2,2,0,60,1,1
31963,44,0,0,1,0,21,1,0
30267,42,4,1,1,1,-34,0,0
36324,41,7,1,1,0,1319,1,0
7639,38,4,2,2,0,-974,1,0
11909,46,4,1,1,0,12186,0,0
3500,29,4,1,2,0,10576,0,0
18472,42,10,2,1,0,714,0,0
4944,36,4,1,2,0,502,1,0
8374,25,0,2,1,0,120,1,0
16020,30,4,2,2,0,14,0,1
42439,51,0,1,1,0,241,0,0
35457,48,4,0,1,0,122,1,0
40822,21,10,2,1,0,280,0,0
25625,33,3,1,2,0,0,0,0
3919,34,9,1,1,0,978,1,0
32080,36,4,1,2,0,926,0,0
42542,60,0,1,1,0,3735,0,0
34660,37,0,2,2,0,0,1,0
34133,35,9,1,1,0,-288,1,1
1336,43,9,1,2,0,2331,1,0
4332,37,4,1,2,0,89,1,0
10337,42,1,1,1,0,273,0,0
29672,29,9,1,1,0,655,1,0
29155,36,0,1,1,0,131,1,0
28404,33,4,2,2,0,-144,0,0
28372,37,0,0,2,0,195,1,0
6226,26,1,2,0,0,619,1,1
22964,34,4,2,2,0,436,0,0
13694,56,4,1,1,0,1560,1,0
30873,59,7,1,1,0,968,0,0
24691,48,9,1,3,0,2106,1,0
9412,46,9,1,2,0,0,0,0
29856,48,1,1,1,0,320,1,1
8852,29,6,1,2,1,-1083,1,0
3039,57,9,1,1,0,629,1,0
6630,44,1,1,1,0,577,1,0
20586,34,6,1,2,0,0,0,0
33537,42,1,1,0,0,636,1,0
39806,45,2,1,2,0,98,0,0
32977,50,1,1,0,0,12519,1,0
81,47,7,0,1,0,164,0,0
40301,28,4,2,2,0,502,0,0
638,44,7,0,1,0,1,1,0
18057,50,2,1,1,0,1011,1,0
26404,52,2,1,2,0,1115,1,0
4909,35,9,1,1,0,569,1,0
7609,29,0,1,1,0,396,1,0
30184,41,0,0,1,0,4,1,0
41399,34,7,2,1,0,528,1,0
14790,57,2,1,2,0,7699,0,1
5585,37,7,1,1,0,-21,1,1
38941,44,0,1,1,0,1042,1,0
12807,32,7,2,1,0,-1139,1,0
42298,31,0,2,1,0,270,0,0
32099,65,4,1,1,0,587,0,0
44145,80,5,1,0,0,1468,0,0
31880,39,9,1,1,0,6533,1,0
12450,35,9,1,1,0,251,1,1
14309,60,5,1,2,0,0,0,0
31952,43,1,1,1,0,678,1,1
25345,40,2,1,1,0,1532,1,1
40710,77,5,1,1,0,638,0,0
9253,55,4,1,3,0,0,0,0
22497,50,0,1,0,0,82,0,0
3276,46,1,0,1,0,1480,1,0
11298,51,9,1,2,0,1533,0,0
32336,28,0,1,1,0,1428,1,0
14475,37,7,1,1,0,0,1,0
6014,35,1,1,1,0,1209,1,0
25498,35,7,2,1,0,0,1,0
44354,22,8,2,3,0,1232,0,0
5427,39,0,0,1,0,2679,1,1
7473,39,1,1,0,0,0,0,0
13466,43,1,2,0,0,0,0,0
20349,47,7,1,1,0,24,0,0
25725,41,4,1,2,0,2885,0,0
43543,46,1,1,1,0,1723,0,0
37779,45,2,1,0,0,276,1,1
32157,44,4,2,2,0,897,1,1
361,42,7,1,1,0,1263,1,0
33665,37,7,1,1,0,47,1,0
12813,39,0,1,1,0,2319,0,0
31157,26,0,2,2,0,313,0,1
34081,31,0,1,1,0,35,0,0
35015,32,9,1,1,0,-360,1,0
15906,44,4,1,0,0,4758,1,0
6827,31,0,2,1,0,-449,1,0
28899,30,9,2,1,0,316,1,1
14516,59,3,1,0,0,37,0,1
33150,36,4,1,2,0,928,1,0
4995,21,8,2,1,0,232,1,0
5121,38,0,1,1,0,3732,1,0
7694,40,0,1,1,0,1597,1,0
4455,31,1,1,1,0,2,1,0
20851,47,1,1,0,0,2642,0,0
7552,25,8,2,1,0,1790,0,0
28855,32,4,1,2,0,943,1,0
8330,51,2,1,1,0,0,1,1
17345,49,4,1,2,0,224,1,0
21078,38,4,2,2,0,2813,0,0
254,50,4,2,2,0,297,1,0
9243,38,1,2,1,0,68,0,0
14100,58,5,1,1,0,100,1,0
2780,31,0,1,1,0,752,1,0
40304,20,8,2,3,0,457,0,0
14932,40,1,1,1,0,-839,1,1
26232,36,1,1,1,0,270,1,1
32616,30,7,1,1,0,-43,1,1
30138,28,0,2,1,0,392,1,1
28757,49,0,2,1,0,827,1,0
33881,38,4,1,2,0,0,1,0
16712,32,4,2,2,0,597,0,1
7280,51,1,1,0,0,3170,1,0
4684,38,7,1,1,0,173,1,0
11882,31,1,1,1,0,1361,1,0
31593,44,1,1,1,0,879,1,0
11178,60,5,0,0,0,1582,0,1
4452,30,1,1,1,0,1803,1,0
9486,39,7,1,1,0,207,0,0
37303,39,1,1,0,0,499,1,0
31250,33,4,1,2,0,250,0,0
42257,33,9,1,1,0,133,0,0
17908,45,0,0,1,0,1201,0,0
37498,39,1,1,1,0,0,1,0
41927,76,5,0,0,0,2693,0,0
37192,51,1,1,0,0,864,1,0
27602,37,4,2,2,0,22125,0,1
20717,32,3,1,0,0,163,0,0
35908,55,9,2,2,0,-703,1,0
28237,29,10,2,0,0,550,0,0
6100,44,1,0,1,0,-222,1,0
38033,35,1,1,1,0,911,1,0
35300,31,9,2,1,0,77,1,0
23769,48,1,1,0,0,266,0,0
4849,36,4,2,2,0,808,0,0
33624,32,7,1,1,0,-632,1,1
43704,29,4,2,2,0,-27,0,0
19422,48,1,1,0,0,1203,0,0
8102,35,4,2,2,0,0,1,0
25378,30,0,2,1,0,2802,0,1
40064,36,4,2,2,0,1027,1,0
38053,37,1,1,0,0,3051,0,0
5061,28,7,2,1,0,348,1,0
2095,31,9,1,1,0,286,0,0
33803,72,5,1,0,0,763,0,0
3058,26,1,2,1,0,277,0,0
20376,50,6,1,1,0,111,0,0
42531,39,10,2,1,0,804,0,0
19414,39,9,1,1,0,425,1,0
20120,45,11,1,3,0,356,0,0
25399,39,4,1,2,0,3,1,0
14934,59,1,0,0,0,1228,0,1
25901,32,6,2,2,0,1249,1,0
5772,32,1,2,0,0,405,1,0
42847,34,0,0,1,0,661,1,0
26702,47,1,1,1,0,3070,0,0
248,39,1,1,1,0,483,1,0
1460,34,4,1,1,0,487,1,0
4204,54,0,0,1,0,912,1,0
41159,43,0,1,1,0,132,0,0
32498,33,7,2,1,0,1940,1,0
44410,78,5,1,3,0,38,0,0
10009,39,1,2,0,0,2,1,0
1624,51,1,2,0,0,368,1,0
44847,27,4,1,2,0,802,0,0
36748,28,0,1,1,0,-31,1,0
37373,31,1,1,1,0,295,1,1
19915,57,0,1,1,0,3242,0,0
17648,49,0,0,1,0,63,0,0
28653,29,10,2,0,0,115,0,0
37857,32,9,1,2,0,15,0,0
7855,33,9,2,1,0,268,1,0
40552,24,1,2,1,0,9883,0,0
10759,30,6,1,1,0,421,1,1
10563,38,9,1,2,0,606,0,0
41034,58,5,1,1,0,1227,0,0
26296,30,0,1,1,0,3750,1,0
16356,28,9,2,2,0,-123,0,1
11623,45,0,2,1,0,-198,1,0
2507,36,1,1,1,0,1165,1,0
26724,33,9,1,2,0,145,1,0
716,53,5,1,1,0,303,1,0
1794,42,1,1,0,0,479,1,0
37506,29,7,0,1,0,-7,1,0
4302,34,1,2,1,0,1484,1,0
20274,46,9,0,1,0,256,0,0
16808,40,6,1,2,0,191,1,0
21885,48,0,1,1,0,0,0,0
620,48,9,1,1,0,147,0,0
4397,39,0,2,1,0,4039,1,0
8230,28,1,2,0,0,8263,1,0
35113,40,4,1,2,0,1598,1,1
4538,36,0,1,1,0,2030,1,0
29560,52,1,2,1,0,894,0,1
44490,26,0,1,1,0,284,0,0
25948,30,2,1,1,0,12737,0,1
25747,32,4,1,2,0,11281,0,0
18421,45,7,1,1,0,27,1,1
37684,50,1,0,0,0,1629,1,0
605,39,1,1,1,0,285,1,1
19943,40,4,1,2,0,326,0,0
28205,51,4,2,2,0,0,1,0
24282,39,4,1,1,0,313,1,0
43988,49,4,1,2,0,1167,1,1
37481,38,9,2,2,0,69,1,0
7928,52,9,0,1,0,137,1,0
18168,57,5,0,1,0,39,1,0
41467,25,4,2,2,0,490,0,0
23540,46,9,1,1,0,0,0,0
9862,38,4,1,1,0,-104,1,0
33330,46,7,0,1,0,348,1,0
16635,32,9,1,2,0,0,0,1
28745,50,4,1,2,0,0,0,0
32074,78,5,0,3,0,2628,0,0
43782,33,4,2,2,0,576,0,0
42820,60,4,1,3,0,264,0,0
1532,35,1,1,0,0,105,1,0
37284,38,1,2,1,0,3344,1,0
13238,59,4,1,2,0,96,0,1
5036,35,9,1,1,1,-29,1,1
21557,53,1,1,1,0,6657,1,0
39386,36,4,2,2,0,490,0,0
20024,59,5,1,1,0,2768,0,1
44657,38,4,1,2,0,630,0,0
30051,32,1,1,0,0,651,1,0
21779,34,4,1,2,0,396,0,1
9884,35,0,1,1,0,1035,1,1
13775,59,5,0,0,0,20,0,0
39915,26,0,2,1,0,96,0,0
4164,42,2,2,0,0,103,1,0
31646,44,4,1,1,0,8262,1,0
797,39,4,1,2,0,305,1,0
29798,59,4,0,2,1,0,0,0
11131,33,4,2,2,0,729,1,1
17184,49,7,1,1,0,220,1,0
22915,44,4,1,2,0,3674,0,0
3368,28,8,2,1,0,0,1,0
12913,39,7,1,1,0,27,0,1
15996,51,0,1,1,0,194,0,1
15764,47,1,1,1,0,0,1,0
4471,59,0,0,1,0,-41,1,1
16732,26,7,1,1,0,-16,1,0
10976,40,1,1,1,0,1318,1,0
16176,50,0,1,1,0,-779,1,1
14444,39,0,1,1,0,350,1,0
8211,47,4,1,2,0,60,0,0
36979,43,1,1,1,0,620,1,0
40864,74,5,1,2,0,20422,0,0
22838,51,7,1,1,0,135,0,0
1569,41,4,1,0,0,-417,1,0
19619,50,1,1,3,0,123,1,0
37326,56,4,0,0,0,26,1,0
23450,58,5,1,2,0,136,0,0
37651,44,0,0,1,0,2999,1,0
18022,56,6,1,1,0,784,0,1
8239,29,0,1,1,0,301,1,0
16130,59,3,1,0,0,0,1,0
37282,32,4,2,1,0,416,1,0
21528,57,9,1,1,0,295,0,0
12838,34,1,1,1,0,205,1,1
18396,47,0,1,1,0,3936,1,0
36396,47,1,1,0,0,373,1,0
34499,32,6,2,2,0,721,1,0
12737,42,1,0,3,0,0,0,0
32779,34,7,1,2,0,277,1,0
22474,52,3,1,0,0,335,0,0
22685,32,9,1,1,0,1840,1,0
17431,52,1,0,1,0,1912,1,1
7814,53,9,2,1,0,198,1,1
17153,30,9,2,2,0,190,1,0
10071,54,9,1,1,0,2500,0,0
30041,44,9,1,1,0,0,0,1
20775,48,4,1,2,0,5887,0,0
21595,42,4,1,1,0,1079,0,0
22048,31,8,2,2,0,744,0,0
40928,44,9,1,2,0,1818,1,1
26225,31,9,1,1,0,1263,1,0
40981,33,4,1,2,0,641,1,0
37462,43,4,1,2,0,1264,1,0
29631,31,1,1,3,0,-120,1,0
25149,35,2,1,1,0,1309,1,0
23909,39,4,2,1,0,36,0,0
39628,55,9,0,1,0,217,1,1
14129,43,9,1,1,0,0,1,0
10943,37,2,2,1,0,926,0,0
21867,37,9,0,1,0,23,0,0
19887,35,4,2,2,0,252,1,0
27419,52,4,1,2,0,1065,1,1
15370,31,4,2,2,0,3981,1,0
12870,59,4,2,2,0,623,1,0
25952,32,9,2,2,1,0,0,0
28308,41,7,1,1,0,1141,1,0
8318,55,10,1,1,1,1108,1,1
17159,51,2,1,1,1,-2082,0,1
8881,49,1,1,0,0,391,1,0
15639,27,1,2,2,0,1372,0,0
31759,49,4,1,2,0,519,1,0
28054,59,5,0,1,0,208,0,1
15130,35,4,1,2,0,489,1,0
13995,54,9,1,1,0,89,1,0
35943,36,9,0,1,0,515,1,1
23808,47,0,1,1,0,996,0,0
17231,33,7,2,1,0,0,1,0
19318,49,7,1,1,0,153,0,0
3064,29,0,1,1,0,387,1,1
16931,35,4,1,2,0,0,1,1
37587,54,0,2,1,0,3344,1,0
16854,35,9,2,1,1,0,0,0
29829,43,10,1,1,0,553,0,0
6840,27,7,2,1,0,9636,1,0
6114,36,7,2,1,0,203,1,0
2628,46,9,2,1,0,148,1,0
39681,25,4,2,2,0,430,0,1
4702,27,0,2,1,0,-215,1,0
32697,36,1,1,1,0,1272,1,0
5399,46,4,2,1,0,295,1,0
20560,46,9,1,1,0,190,1,0
14928,50,4,1,1,0,1165,0,0
40033,43,1,1,0,0,3917,0,0
21184,58,3,1,1,0,2705,0,0
25495,52,0,1,1,0,299,0,0
12547,56,0,1,1,0,20,0,0
39642,26,8,2,2,0,255,0,0
15951,46,1,1,1,0,942,0,0
339,32,7,2,1,0,121,1,0
25940,42,4,2,2,0,515,1,0
12511,37,7,2,0,0,0,0,1
4110,34,1,1,0,0,46,1,1
20245,35,4,1,2,0,43,0,0
33293,28,7,1,1,0,1394,1,0
33886,58,5,1,2,0,1425,0,0
25705,33,4,1,2,0,3024,0,0
36073,35,9,0,2,0,4515,1,0
604,51,1,1,1,0,50,1,1
22171,57,1,1,1,0,2887,0,0
44817,26,8,2,1,0,655,0,0
12915,52,10,1,2,0,1023,0,0
760,33,1,0,1,0,60,0,0
15198,29,4,1,2,0,51,1,0
19691,56,5,1,1,0,1956,0,0
23639,53,1,1,1,0,65,0,0
3073,60,5,1,1,0,2077,1,0
356,44,1,2,1,0,34,1,0
44907,31,4,1,3,0,385,0,0
42155,34,4,1,2,0,527,0,0
44397,60,3,1,1,0,0,0,0
14929,33,4,1,2,0,4,1,0
32627,34,0,1,1,0,642,1,0
25777,53,9,1,1,0,2818,1,0
24961,35,9,1,1,0,222,1,0
4433,36,10,1,1,0,733,1,0
43209,30,4,1,2,0,359,0,0
3169,57,4,0,1,0,3625,1,0
16871,27,9,2,2,0,372,1,1
11436,42,0,2,1,0,283,1,0
15675,25,7,2,1,0,64,0,0
6391,25,1,1,1,0,97,1,0
15656,27,0,2,1,0,15,0,1
10565,35,1,2,3,0,422,0,0
43725,24,4,2,2,0,1,0,0
29061,58,0,0,1,0,0,1,0
31496,54,4,0,2,0,5399,0,1
33817,30,8,2,1,0,5836,0,0
28748,31,7,1,1,0,288,0,0
31694,33,1,2,1,0,706,1,0
38435,37,1,1,0,0,-212,1,0
591,38,9,1,1,0,581,1,0
22751,33,9,1,1,0,0,0,0
18584,47,4,2,2,0,1187,0,0
22466,50,2,1,1,0,7907,1,1
44802,31,4,2,2,0,3340,0,0
18113,45,9,1,1,0,2922,0,0
30371,49,1,1,0,0,217,1,0
39449,27,8,2,2,0,118,0,0
9093,42,11,2,3,0,1316,0,0
32391,32,7,1,1,0,1273,1,0
1217,32,1,2,1,0,5,1,1
23089,37,4,2,2,0,-533,0,0
34900,32,9,2,1,0,-569,1,0
43334,52,9,2,1,0,436,0,1
14600,53,1,1,0,0,4143,0,0
1935,27,7,2,1,0,683,1,0
4768,32,4,2,2,0,-345,1,0
38684,39,0,1,1,0,8,1,0
14721,54,2,1,1,0,0,0,1
3575,48,1,1,0,0,575,0,0
23572,37,4,1,2,0,6743,0,0
12610,46,4,2,2,0,655,0,1
44303,27,7,2,1,0,230,0,0
24779,41,0,1,1,0,4320,1,0
30561,38,0,0,1,0,19,1,0
43350,37,7,1,1,0,2678,0,0
4892,35,1,1,1,0,-557,1,1
28998,53,6,1,2,0,451,1,0
5148,34,4,1,2,0,4170,1,0
39029,33,7,0,1,0,90,1,0
24672,43,7,0,1,0,1043,1,0
15355,26,1,1,1,0,-384,1,1
18882,30,9,2,2,0,97,0,0
24357,56,4,0,2,0,2126,1,0
24736,35,6,1,1,0,3329,0,0
44565,61,5,1,1,0,523,0,0
20857,34,9,1,1,0,0,1,1
26119,30,9,2,1,0,383,1,1
24923,48,7,1,1,0,2877,1,0
16111,39,0,1,1,0,651,1,0
25732,40,1,2,1,0,3,0,0
37713,46,4,0,2,0,233,1,1
18276,38,9,1,1,1,0,0,1
20547,45,9,1,1,0,3241,0,0
25837,46,2,1,1,0,3317,0,0
42101,38,9,1,2,0,732,0,0
43066,35,4,2,2,0,681,0,0
38764,29,9,2,1,0,-2,1,1
32875,35,7,1,1,0,586,1,1
8829,49,2,1,0,0,5380,1,0
1552,48,9,0,2,0,574,1,0
17801,44,3,1,0,0,64,0,1
10238,32,9,0,1,0,2,1,0
5804,36,4,1,2,0,605,1,0
21241,45,1,1,0,0,419,0,0
26163,36,0,2,1,0,10041,1,0
28146,59,5,1,0,0,-411,0,0
23295,52,9,1,1,0,470,0,0
30202,33,4,1,2,0,741,0,0
9479,35,1,2,3,0,871,1,0
17240,56,1,0,1,0,1346,0,1
15242,40,9,1,1,0,500,1,0
35246,24,1,2,1,0,6837,1,0
45075,28,9,2,2,0,11862,0,0
22576,43,4,1,1,0,445,0,0
4756,26,1,2,1,0,972,1,0
2159,39,1,2,0,0,446,1,0
15994,31,1,1,1,0,80,1,1
18701,39,1,2,0,0,554,0,0
38490,41,1,0,1,0,2540,1,0
15753,42,9,0,1,0,1858,0,0
7913,33,4,0,2,0,-1027,1,0
21515,32,9,1,2,0,264,1,0
37194,36,1,1,1,0,1969,1,1
16132,42,9,1,1,0,33,0,0
6371,42,10,1,1,0,-165,1,1
24595,44,7,1,1,0,3843,1,0
17951,43,7,1,1,0,-1,0,0
40145,28,0,1,2,0,153,1,0
30727,47,6,1,2,0,-80,1,0
14399,52,9,0,1,0,280,0,0
18065,36,0,2,1,0,1328,0,0
44017,57,11,1,0,0,1884,0,0
7668,42,10,0,1,0,1713,1,0
9686,32,0,1,1,0,-1272,1,0
9067,39,1,1,0,0,3503,0,0
